title,link,category
"BRI Catat Portofolio Sustainable Finance Terbesar di RI, Capai Rp796 T",https://www.cnnindonesia.com/ekonomi/20250519122031-625-1230678/bri-catat-portofolio-sustainable-finance-terbesar-di-ri-capai-rp796-t,ekonomi
"BRI Dukung Purwokerto Half Marathon 2025, Dongkrak Sport Tourism",https://www.cnnindonesia.com/ekonomi/20250519115952-625-1230670/bri-dukung-purwokerto-half-marathon-2025-dongkrak-sport-tourism,ekonomi
25 Ribu Ojol Bakal Matikan Aplikasi Selama 24 Jam Besok,https://www.cnnindonesia.com/ekonomi/20250519120247-92-1230672/25-ribu-ojol-bakal-matikan-aplikasi-selama-24-jam-besok,ekonomi
Erick Tunjuk Muhammad Rizal Pahlevi Jadi Dirut Baru InJourney Airport,https://www.cnnindonesia.com/ekonomi/20250519113305-92-1230665/erick-tunjuk-muhammad-rizal-pahlevi-jadi-dirut-baru-injourney-airport,ekonomi
"Harga Emas Antam Melesat Rp23 Ribu Jadi Rp1,89 Juta per Gram",https://www.cnnindonesia.com/ekonomi/20250519111914-92-1230650/harga-emas-antam-melesat-rp23-ribu-jadi-rp189-juta-per-gram,ekonomi
"Harga Minyak Bergeming, Investor Cermati Negosiasi Nuklir AS-Iran",https://www.cnnindonesia.com/ekonomi/20250519103337-85-1230628/harga-minyak-bergeming-investor-cermati-negosiasi-nuklir-as-iran,ekonomi
Rupiah Melemah ke Rp16.483 per Dolar AS Senin Pagi,https://www.cnnindonesia.com/ekonomi/20250519093048-78-1230595/rupiah-melemah-ke-rp16483-per-dolar-as-senin-pagi,ekonomi
"Viral Rekening Tiba-tiba Diblokir, Cek Cara Lapor ke PPATK",https://www.cnnindonesia.com/ekonomi/20250519091052-78-1230588/viral-rekening-tiba-tiba-diblokir-cek-cara-lapor-ke-ppatk,ekonomi
"Peringkat Utang AS Turun, Ini Biang Keroknya",https://www.cnnindonesia.com/ekonomi/20250519081846-78-1230581/peringkat-utang-as-turun-ini-biang-keroknya,ekonomi
FOTO: Melihat Pelatihan Las Berbasis Mobile Training Unit di Jakarta,https://www.cnnindonesia.com/ekonomi/20250515181155-94-1229594/foto-melihat-pelatihan-las-berbasis-mobile-training-unit-di-jakarta,ekonomi
Pilihan Saham Ciamik yang Bisa Dilirik Pekan Ini,https://www.cnnindonesia.com/ekonomi/20250519062751-92-1230559/pilihan-saham-ciamik-yang-bisa-dilirik-pekan-ini,ekonomi
IHSG Diproyeksi Cerah Awali Pekan Ini,https://www.cnnindonesia.com/ekonomi/20250519061407-92-1230557/ihsg-diproyeksi-cerah-awali-pekan-ini,ekonomi
IHSG Diproyeksi Cerah Awali Pekan Ini,https://www.cnnindonesia.com/ekonomi/20250519061407-92-1230557/ihsg-diproyeksi-cerah-awali-pekan-ini,ekonomi
Pengunjung Tergiur Promo Kasur di Transmart Full Day Sale,https://www.cnnindonesia.com/ekonomi/20250518193733-92-1230518/pengunjung-tergiur-promo-kasur-di-transmart-full-day-sale,ekonomi
Buah Segar Hingga Ayam Boiler Diserbu di Momen Transmart Full Day Sale,https://www.cnnindonesia.com/ekonomi/20250518183941-92-1230513/buah-segar-hingga-ayam-boiler-diserbu-di-momen-transmart-full-day-sale,ekonomi
Kulkas Harga Miring Jadi Incaran di Transmart Full Day Sale Hari Ini,https://www.cnnindonesia.com/ekonomi/20250518175522-97-1230509/kulkas-harga-miring-jadi-incaran-di-transmart-full-day-sale-hari-ini,ekonomi
Kulkas SBS Diskon Jutaan Rupiah di Transmart Full Day Sale,https://www.cnnindonesia.com/ekonomi/20250516142426-97-1229945/kulkas-sbs-diskon-jutaan-rupiah-di-transmart-full-day-sale,ekonomi
"Transmart Full Day Sale, Koper Diskon Gede-gedean Mulai Rp550 Ribu",https://www.cnnindonesia.com/ekonomi/20250516162136-97-1230003/transmart-full-day-sale-koper-diskon-gede-gedean-mulai-rp550-ribu,ekonomi
"Smart TV Turun Harga di Transmart, dari Rp10 Juta Jadi Rp6,9 Jutaan",https://www.cnnindonesia.com/ekonomi/20250516143301-97-1229950/smart-tv-turun-harga-di-transmart-dari-rp10-juta-jadi-rp69-jutaan,ekonomi
"Transmart Full Day Sale, Sepeda Diskonnya Gede Jadi Rp1 Jutaan",https://www.cnnindonesia.com/ekonomi/20250516151501-97-1229980/transmart-full-day-sale-sepeda-diskonnya-gede-jadi-rp1-jutaan,ekonomi
"Promo Aneka Kasur di Transmart Full Day Sale, Harga Mulai Rp500 Ribuan",https://www.cnnindonesia.com/ekonomi/20250516163049-97-1230013/promo-aneka-kasur-di-transmart-full-day-sale-harga-mulai-rp500-ribuan,ekonomi
"Hari Ini Transmart Full Day Sale, AC 1 PK Diskon Jadi Rp3 Jutaan",https://www.cnnindonesia.com/ekonomi/20250516141317-97-1229933/hari-ini-transmart-full-day-sale-ac-1-pk-diskon-jadi-rp3-jutaan,ekonomi
Cara Bulog Menjaga Kualitas Beras di Tengah Serapan yang Membludak,https://www.cnnindonesia.com/ekonomi/20250518100645-97-1230393/cara-bulog-menjaga-kualitas-beras-di-tengah-serapan-yang-membludak,ekonomi
"Diskon Melimpah di Transmart Full Day Sale, Sepeda Listrik Rp3 Jutaan",https://www.cnnindonesia.com/ekonomi/20250516150810-97-1229973/diskon-melimpah-di-transmart-full-day-sale-sepeda-listrik-rp3-jutaan,ekonomi
"Transmart Full Day Sale, Harga Ayam Broiler Mulai Rp28 Ribuan Per Ekor",https://www.cnnindonesia.com/ekonomi/20250516170854-97-1230026/transmart-full-day-sale-harga-ayam-broiler-mulai-rp28-ribuan-per-ekor,ekonomi
Intip Keistimewaan PSN di Tengah Dugaan Kena Palak Kadin Cilegon Rp5 T,https://www.cnnindonesia.com/ekonomi/20250517203630-536-1230309/intip-keistimewaan-psn-di-tengah-dugaan-kena-palak-kadin-cilegon-rp5-t,ekonomi
"Abigail Johnson, Bos Raksasa Pengelola Aset yang Berharta Rp565,55 T",https://www.cnnindonesia.com/ekonomi/20250518051801-92-1230348/abigail-johnson-bos-raksasa-pengelola-aset-yang-berharta-rp56555-t,ekonomi
Produk Kebutuhan Harian Lagi Diskon di Transmart Full Day Sale,https://www.cnnindonesia.com/ekonomi/20250516162701-97-1230009/produk-kebutuhan-harian-lagi-diskon-di-transmart-full-day-sale,ekonomi
"Transmart Full Day Sale 18 Mei Bertabur Diskon, Intip Produknya",https://www.cnnindonesia.com/ekonomi/20250516165832-97-1230024/transmart-full-day-sale-18-mei-bertabur-diskon-intip-produknya,ekonomi
Daftar PSN Prabowo di Tengah Dugaan Kasus Pemalakan Kadin Cilegon,https://www.cnnindonesia.com/ekonomi/20250516211158-92-1230104/daftar-psn-prabowo-di-tengah-dugaan-kasus-pemalakan-kadin-cilegon,ekonomi
"Saatnya ke Transmart Terdekat, Ada Pesta Diskon 50% + 20% Seharian",https://www.cnnindonesia.com/ekonomi/20250516132046-97-1229883/saatnya-ke-transmart-terdekat-ada-pesta-diskon-50-20-seharian,ekonomi
"Prabowo: Di Luar Dugaan, Produksi Beras-Jagung Tertinggi dalam Sejarah",https://www.cnnindonesia.com/ekonomi/20250517193332-532-1230303/prabowo-di-luar-dugaan-produksi-beras-jagung-tertinggi-dalam-sejarah,ekonomi
"Jangan Lupa Transmart Full Day Sale Besok, Ada Diskon 50% + 20%",https://www.cnnindonesia.com/ekonomi/20250516123051-97-1229850/jangan-lupa-transmart-full-day-sale-besok-ada-diskon-50-20,ekonomi
Pengusaha Pastikan Harga Gabah di Penggilingan di Atas HPP,https://www.cnnindonesia.com/ekonomi/20250516204904-92-1230100/pengusaha-pastikan-harga-gabah-di-penggilingan-di-atas-hpp,ekonomi
"Asthara Skyfront City Resmikan Allurea, Hunian Strategis Dekat Bandara",https://www.cnnindonesia.com/ekonomi/20250517182126-625-1230292/asthara-skyfront-city-resmikan-allurea-hunian-strategis-dekat-bandara,ekonomi
"The Fed Bakal PHK 10 Persen Karyawan, Pegawai Ditawari Resign Sukarela",https://www.cnnindonesia.com/ekonomi/20250517180514-92-1230287/the-fed-bakal-phk-10-persen-karyawan-pegawai-ditawari-resign-sukarela,ekonomi
"Transmart Besok Diskon Gede-gedean, Sepeda Listrik Mulai Rp3 Jutaan",https://www.cnnindonesia.com/ekonomi/20250516145008-97-1229963/transmart-besok-diskon-gede-gedean-sepeda-listrik-mulai-rp3-jutaan,ekonomi
Vale Indonesia Tebar Dividen Rp571 M,https://www.cnnindonesia.com/ekonomi/20250517184509-85-1230298/vale-indonesia-tebar-dividen-rp571-m,ekonomi
Jeruk Wokam dan Anggur Red Globe Diskon 20% di Transmart Full Day Sale,https://www.cnnindonesia.com/ekonomi/20250516164611-97-1230021/jeruk-wokam-dan-anggur-red-globe-diskon-20-di-transmart-full-day-sale,ekonomi
"Transmart Full Day Sale, Aneka Barang Elektronik Diskon Jutaan Rupiah",https://www.cnnindonesia.com/ekonomi/20250516125019-97-1229866/transmart-full-day-sale-aneka-barang-elektronik-diskon-jutaan-rupiah,ekonomi
"Siapkan Daftar Belanja, Transmart Full Day Sale Datang Lagi 18 Mei",https://www.cnnindonesia.com/ekonomi/20250516121614-97-1229848/siapkan-daftar-belanja-transmart-full-day-sale-datang-lagi-18-mei,ekonomi
"Inovasi IMIP, Bikin Slag Nikel Jadi Bata Bermutu Tinggi",https://www.cnnindonesia.com/ekonomi/20250517172256-625-1230283/inovasi-imip-bikin-slag-nikel-jadi-bata-bermutu-tinggi,ekonomi
"Nilai Pasar Gim RI Rp30 T, Hanya Rp750 M Dinikmati Pengembang Lokal",https://www.cnnindonesia.com/ekonomi/20250517153241-92-1230261/nilai-pasar-gim-ri-rp30-t-hanya-rp750-m-dinikmati-pengembang-lokal,ekonomi
Istana: Investor Takut Masuk Akibat Premanisme,https://www.cnnindonesia.com/ekonomi/20250517164251-92-1230276/istana-investor-takut-masuk-akibat-premanisme,ekonomi
Pertamina Raih Penghargaan Asia Pacific Stevie Awards 2025,https://www.cnnindonesia.com/ekonomi/20250517150300-625-1230255/pertamina-raih-penghargaan-asia-pacific-stevie-awards-2025,ekonomi
FWD Group Lanjutkan Gandeng JA Worldwide untuk Literasi Keuangan,https://www.cnnindonesia.com/ekonomi/20250517154802-625-1230266/fwd-group-lanjutkan-gandeng-ja-worldwide-untuk-literasi-keuangan,ekonomi
Bulog Ungkap Biang Kerok Stok Beras Murah SPHP Minim di Ritel,https://www.cnnindonesia.com/ekonomi/20250516205859-92-1230102/bulog-ungkap-biang-kerok-stok-beras-murah-sphp-minim-di-ritel,ekonomi
"RI Banjir Singkong Impor, Amran Minta Airlangga Bahas Pembatasan",https://www.cnnindonesia.com/ekonomi/20250517142153-92-1230236/ri-banjir-singkong-impor-amran-minta-airlangga-bahas-pembatasan,ekonomi
"Untung Rp46 T, Singapura Airlines Tebar Bonus Karyawan 7,45 Kali Gaji",https://www.cnnindonesia.com/ekonomi/20250517143533-92-1230243/untung-rp46-t-singapura-airlines-tebar-bonus-karyawan-745-kali-gaji,ekonomi
500 Ribu Ojol Akan Demo-Matikan Aplikasi Besar-besaran 20 Mei,https://www.cnnindonesia.com/ekonomi/20250517141723-92-1230235/500-ribu-ojol-akan-demo-matikan-aplikasi-besar-besaran-20-mei,ekonomi
"Hadiri Kazan Forum, Bos BPJPH Perkuat RI di Ekosistem Halal Global",https://www.cnnindonesia.com/ekonomi/20250517133559-92-1230227/hadiri-kazan-forum-bos-bpjph-perkuat-ri-di-ekosistem-halal-global,ekonomi
Pertumbuhan Pengguna dan Transaksi Dukung Kinerja Livin' by Mandiri,https://www.cnnindonesia.com/ekonomi/20250517125721-625-1230211/pertumbuhan-pengguna-dan-transaksi-dukung-kinerja-livin-by-mandiri,ekonomi
Anindya Pecat 3 Anggota Kadin Cilegon Usai Jadi Tersangka Pemalakan,https://www.cnnindonesia.com/ekonomi/20250517102655-92-1230167/anindya-pecat-3-anggota-kadin-cilegon-usai-jadi-tersangka-pemalakan,ekonomi
"Kopdes Bisa Monopoli Penyaluran LPG-Pupuk, Agen Resmi Dihapus?",https://www.cnnindonesia.com/ekonomi/20250516212514-92-1230106/kopdes-bisa-monopoli-penyaluran-lpg-pupuk-agen-resmi-dihapus,ekonomi
5 Fakta Terbaru Kopdes Merah Putih,https://www.cnnindonesia.com/ekonomi/20250517074112-92-1230138/5-fakta-terbaru-kopdes-merah-putih,ekonomi
Strategi Kelola Uang Biar Tak Gali-Tutup Lubang Seperti Aldy Maldini,https://www.cnnindonesia.com/ekonomi/20250516121418-83-1229847/strategi-kelola-uang-biar-tak-gali-tutup-lubang-seperti-aldy-maldini,ekonomi
Zulhas Ungkap Manfaat Kopdes: Pemuda Gak Perlu Merantau Jadi Preman,https://www.cnnindonesia.com/ekonomi/20250516213331-92-1230108/zulhas-ungkap-manfaat-kopdes-pemuda-gak-perlu-merantau-jadi-preman,ekonomi
Mengenal BUMN Nuklir Inuki yang Setop Operasi Sejak 2022,https://www.cnnindonesia.com/ekonomi/20250516182133-92-1230062/mengenal-bumn-nuklir-inuki-yang-setop-operasi-sejak-2022,ekonomi
Pengusaha Sebut Ekspor Beras 2.000 Ton Tak Masalah,https://www.cnnindonesia.com/ekonomi/20250516132022-92-1229882/pengusaha-sebut-ekspor-beras-2000-ton-tak-masalah,ekonomi
"RI Tambah Impor 184 Ribu Sapi Bakalan, Tapi Kurangi Daging Beku",https://www.cnnindonesia.com/ekonomi/20250516145639-92-1229969/ri-tambah-impor-184-ribu-sapi-bakalan-tapi-kurangi-daging-beku,ekonomi
"Kopdes Merah Putih Dapat Kredit Rp3 M dari BUMN, Bisa Dicicil 6 Tahun",https://www.cnnindonesia.com/ekonomi/20250516202707-92-1230093/kopdes-merah-putih-dapat-kredit-rp3-m-dari-bumn-bisa-dicicil-6-tahun,ekonomi
Amran Ungkap Prabowo Beri Rp5 T Demi Serap 1 Juta Ton Jagung Petani,https://www.cnnindonesia.com/ekonomi/20250516201205-92-1230091/amran-ungkap-prabowo-beri-rp5-t-demi-serap-1-juta-ton-jagung-petani,ekonomi
DEN Was-was Sengketa Aset Nuklir BRIN-BUMN Ganggu Rencana PLTN Prabowo,https://www.cnnindonesia.com/ekonomi/20250516134012-85-1229903/den-was-was-sengketa-aset-nuklir-brin-bumn-ganggu-rencana-pltn-prabowo,ekonomi
"Daftar Dewan Komisaris dan Direksi BSI: Muhadjir Komut, Anggoro Dirut",https://www.cnnindonesia.com/ekonomi/20250516193054-78-1230077/daftar-dewan-komisaris-dan-direksi-bsi-muhadjir-komut-anggoro-dirut,ekonomi
Bahlil Minta Restu Prabowo Evaluasi Izin Blok Migas yang Mangkrak,https://www.cnnindonesia.com/ekonomi/20250516164106-85-1230018/bahlil-minta-restu-prabowo-evaluasi-izin-blok-migas-yang-mangkrak,ekonomi
90 Persen Bahan Pangan di Indonesia Timur Dijual di Atas Harga Eceran,https://www.cnnindonesia.com/ekonomi/20250516144302-92-1229953/90-persen-bahan-pangan-di-indonesia-timur-dijual-di-atas-harga-eceran,ekonomi
Ketua LPS Purbaya Tak Percaya Ramalan IMF: Lihat Track Record-nya,https://www.cnnindonesia.com/ekonomi/20250516180740-78-1230061/ketua-lps-purbaya-tak-percaya-ramalan-imf-lihat-track-record-nya,ekonomi
"80 Ribu Kopdes Merah Putih Diluncurkan 12 Juli, Beroperasi 28 Oktober",https://www.cnnindonesia.com/ekonomi/20250516175601-92-1230055/80-ribu-kopdes-merah-putih-diluncurkan-12-juli-beroperasi-28-oktober,ekonomi
"Profil Anggoro Eko Cahyo, dari Bos BPJS Hijrah Jadi Dirut Baru BSI",https://www.cnnindonesia.com/ekonomi/20250516174158-78-1230050/profil-anggoro-eko-cahyo-dari-bos-bpjs-hijrah-jadi-dirut-baru-bsi,ekonomi
Muhadjir Effendy Gantikan Muliaman Hadad Jadi Komut BSI,https://www.cnnindonesia.com/ekonomi/20250516172959-78-1230045/muhadjir-effendy-gantikan-muliaman-hadad-jadi-komut-bsi,ekonomi
Anggoro Eko Cahyo Jadi Dirut Baru BSI,https://www.cnnindonesia.com/ekonomi/20250516165038-78-1230023/anggoro-eko-cahyo-jadi-dirut-baru-bsi,ekonomi
BRIN Rayu Sri Mulyani Agar Bisa Ambil Alih Aset Nuklir BUMN,https://www.cnnindonesia.com/ekonomi/20250516132556-85-1229885/brin-rayu-sri-mulyani-agar-bisa-ambil-alih-aset-nuklir-bumn,ekonomi
Polda Metro Jaya Siapkan Rekayasa Lalu Lintas saat Demo Ojol 20 Mei,https://www.cnnindonesia.com/nasional/20250519204834-20-1230913/polda-metro-jaya-siapkan-rekayasa-lalu-lintas-saat-demo-ojol-20-mei,nasional
"PSI Banten Jaring Nama Calon Ketum, Isyana Bagoes Oka Menguat",https://www.cnnindonesia.com/nasional/20250519204018-32-1230911/psi-banten-jaring-nama-calon-ketum-isyana-bagoes-oka-menguat,nasional
"Kronologi Kecelakaan Maut Kereta Api di Magetan, 4 Tewas 3 Luka Berat",https://www.cnnindonesia.com/nasional/20250519201957-20-1230907/kronologi-kecelakaan-maut-kereta-api-di-magetan-4-tewas-3-luka-berat,nasional
Kemenag Sebut Bakal Ada Kloter Haji 'Gado-gado' hingga 'Sapu Jagat',https://www.cnnindonesia.com/nasional/20250519194914-20-1230903/kemenag-sebut-bakal-ada-kloter-haji-gado-gado-hingga-sapu-jagat,nasional
"KPK Terbitkan Surat Edaran, Tegaskan Bisa Usut Korupsi di BUMN",https://www.cnnindonesia.com/nasional/20250519200159-12-1230905/kpk-terbitkan-surat-edaran-tegaskan-bisa-usut-korupsi-di-bumn,nasional
Kemenhub Duga Ada Kesalahan Prosedur Saat Laka Maut Kereta di Magetan,https://www.cnnindonesia.com/nasional/20250519185936-20-1230887/kemenhub-duga-ada-kesalahan-prosedur-saat-laka-maut-kereta-di-magetan,nasional
Koalisi Ojol Nasional Tak Ikut Demo Besar 20 Mei Besok,https://www.cnnindonesia.com/nasional/20250519194051-20-1230900/koalisi-ojol-nasional-tak-ikut-demo-besar-20-mei-besok,nasional
"Dua Terdakwa Korupsi Selter Tsunami NTB Dituntut 6 dan 7,5 Tahun Bui",https://www.cnnindonesia.com/nasional/20250519193109-12-1230896/dua-terdakwa-korupsi-selter-tsunami-ntb-dituntut-6-dan-75-tahun-bui,nasional
"Posting Foto Ijazah Jokowi, Kader PSI Mengaku Dapat dari Teman",https://www.cnnindonesia.com/nasional/20250519191040-12-1230893/posting-foto-ijazah-jokowi-kader-psi-mengaku-dapat-dari-teman,nasional
"Rusuh di Lampung Tengah Usai Penusukan, Rumah Lurah Dibakar",https://www.cnnindonesia.com/nasional/20250519183121-12-1230878/rusuh-di-lampung-tengah-usai-penusukan-rumah-lurah-dibakar,nasional
"Status Awas, Gunung Lewotobi Laki-laki Erupsi Abu Vulkanik 5.000 Meter",https://www.cnnindonesia.com/nasional/20250519183950-20-1230881/status-awas-gunung-lewotobi-laki-laki-erupsi-abu-vulkanik-5000-meter,nasional
Eks Pejabat MA Zarof Ricar Akui Terima Rp200 M Hasil Urus Perkara,https://www.cnnindonesia.com/nasional/20250519182313-12-1230876/eks-pejabat-ma-zarof-ricar-akui-terima-rp200-m-hasil-urus-perkara,nasional
Budi Arie Bantah Lindungi Situs Judi Online,https://www.cnnindonesia.com/nasional/20250519180552-20-1230872/budi-arie-bantah-lindungi-situs-judi-online,nasional
Satgas Cartenz Tangkap Anggota Polri Jual Amunisi di Papua Pegunungan,https://www.cnnindonesia.com/nasional/20250519173856-12-1230852/satgas-cartenz-tangkap-anggota-polri-jual-amunisi-di-papua-pegunungan,nasional
Polisi Tangkap Pelaku Perusakan Nisan Makam di Bantul,https://www.cnnindonesia.com/nasional/20250519173008-20-1230849/polisi-tangkap-pelaku-perusakan-nisan-makam-di-bantul,nasional
Laka Maut Kereta di Magetan Terjadi Saat Palang Pintu Terbuka,https://www.cnnindonesia.com/nasional/20250519171908-20-1230844/laka-maut-kereta-di-magetan-terjadi-saat-palang-pintu-terbuka,nasional
"Profil Irjen Iqbal, dari Humas Polri hingga Jadi Sekjen DPD RI",https://www.cnnindonesia.com/nasional/20250519163759-20-1230830/profil-irjen-iqbal-dari-humas-polri-hingga-jadi-sekjen-dpd-ri,nasional
"Rapat Bareng DPR, Koalisi Sipil Tolak Penulisan Ulang Sejarah RI",https://www.cnnindonesia.com/nasional/20250519172026-20-1230843/rapat-bareng-dpr-koalisi-sipil-tolak-penulisan-ulang-sejarah-ri,nasional
"Kontak Tembak di Yahukimo, TNI Sebut Satu Anggota OPM Tewas",https://www.cnnindonesia.com/nasional/20250519164831-20-1230834/kontak-tembak-di-yahukimo-tni-sebut-satu-anggota-opm-tewas,nasional
Prabowo Ingin Ada 200 Sekolah Rakyat: 100 Dibangun APBN-100 Swasta,https://www.cnnindonesia.com/nasional/20250519155653-20-1230811/prabowo-ingin-ada-200-sekolah-rakyat-100-dibangun-apbn-100-swasta,nasional
"Pendaftaran Sekolah Rakyat Ditutup, 7.700 Calon Siswa Mendaftar",https://www.cnnindonesia.com/nasional/20250519161143-20-1230814/pendaftaran-sekolah-rakyat-ditutup-7700-calon-siswa-mendaftar,nasional
Hasan Nasbi PCO Jelaskan Maksud Prabowo soal Setop Seruan '2 Periode',https://www.cnnindonesia.com/nasional/20250519153349-32-1230801/hasan-nasbi-pco-jelaskan-maksud-prabowo-soal-setop-seruan-2-periode,nasional
Isi Percakapan Istri Tom Lembong-Marcella Bakal Dibuka di Persidangan,https://www.cnnindonesia.com/nasional/20250519154507-12-1230803/isi-percakapan-istri-tom-lembong-marcella-bakal-dibuka-di-persidangan,nasional
"KA Malioboro Ekspres Tabrak 7 Motor di Magetan, 4 Orang Tewas",https://www.cnnindonesia.com/nasional/20250519152758-20-1230793/ka-malioboro-ekspres-tabrak-7-motor-di-magetan-4-orang-tewas,nasional
"Demo Ojol Besar-besaran 20 Mei, Warga Diminta Hindari Tiga Lokasi Ini",https://www.cnnindonesia.com/nasional/20250519144154-20-1230772/demo-ojol-besar-besaran-20-mei-warga-diminta-hindari-tiga-lokasi-ini,nasional
FOTO: Longsor di Nagreg Timbun Kantor Desa dan Rumah Warga,https://www.cnnindonesia.com/nasional/20250519141839-22-1230750/foto-longsor-di-nagreg-timbun-kantor-desa-dan-rumah-warga,nasional
"Battle Sound Horeg di Pasuruan Dikecam, Polisi Sebut Tak Berizin",https://www.cnnindonesia.com/nasional/20250519142533-20-1230760/battle-sound-horeg-di-pasuruan-dikecam-polisi-sebut-tak-berizin,nasional
"Irjen Iqbal Sekjen Baru DPD Punya Harta Rp23,8 Miliar, Tak Ada Utang",https://www.cnnindonesia.com/nasional/20250519140715-20-1230748/irjen-iqbal-sekjen-baru-dpd-punya-harta-rp238-miliar-tak-ada-utang,nasional
"Sungai Cakung Dikeruk 8 Km, Pramono Klaim Tak Ada Penggusuran",https://www.cnnindonesia.com/nasional/20250519133516-20-1230739/sungai-cakung-dikeruk-8-km-pramono-klaim-tak-ada-penggusuran,nasional
"Tinjau Lokasi Longsor, KDS 'Gercep' Ajak Warga Desa Kendan Mengungsi",https://www.cnnindonesia.com/nasional/20250519135441-25-1230737/tinjau-lokasi-longsor-kds-gercep-ajak-warga-desa-kendan-mengungsi,nasional
"FOTO: Napak Tilas Tragedi Mei 1998, Ziarah ke Makam Korban",https://www.cnnindonesia.com/nasional/20250518092644-22-1230368/foto-napak-tilas-tragedi-mei-1998-ziarah-ke-makam-korban,nasional
Kejagung soal Isu Jaksa Agung Dicopot Prabowo: Hoaks,https://www.cnnindonesia.com/nasional/20250519132533-12-1230727/kejagung-soal-isu-jaksa-agung-dicopot-prabowo-hoaks,nasional
"Grup FB Fantasi Sedarah, Ketegasan Hukum Efek Jera Perilaku Menyimpang",https://www.cnnindonesia.com/nasional/20250519122836-12-1230680/grup-fb-fantasi-sedarah-ketegasan-hukum-efek-jera-perilaku-menyimpang,nasional
Kisah Sukses Desa BRILian Kembangkan Pariwisata Alam dan Agrikultur,https://www.cnnindonesia.com/nasional/20250519132737-633-1230728/kisah-sukses-desa-brilian-kembangkan-pariwisata-alam-dan-agrikultur,nasional
FOTO: Desa Tanpa Daratan di Kalimantan Timur,https://www.cnnindonesia.com/nasional/20250519130537-22-1230703/foto-desa-tanpa-daratan-di-kalimantan-timur,nasional
Aktivis 98 Undang Puan dan Dasco Hadiri Sarasehan Peringatan Reformasi,https://www.cnnindonesia.com/nasional/20250519125940-633-1230700/aktivis-98-undang-puan-dan-dasco-hadiri-sarasehan-peringatan-reformasi,nasional
Irjen Iqbal Eks Kapolda Riau Dilantik Jadi Sekjen DPD RI,https://www.cnnindonesia.com/nasional/20250519124638-20-1230696/irjen-iqbal-eks-kapolda-riau-dilantik-jadi-sekjen-dpd-ri,nasional
"Pakar Sebut PSI Labuhan Terakhir Jokowi, Akan Tarik Tokoh Partai Besar",https://www.cnnindonesia.com/nasional/20250519115210-32-1230668/pakar-sebut-psi-labuhan-terakhir-jokowi-akan-tarik-tokoh-partai-besar,nasional
Eks Ketua PN Surabaya Didakwa Terima Suap Sin$43 Ribu di Kasus Tannur,https://www.cnnindonesia.com/nasional/20250519113828-12-1230666/eks-ketua-pn-surabaya-didakwa-terima-suap-sin-43-ribu-di-kasus-tannur,nasional
"Lisa Mariana Tuntut Hak Identitas Anak, RK Minta Sidang Diundur",https://www.cnnindonesia.com/nasional/20250519112712-12-1230654/lisa-mariana-tuntut-hak-identitas-anak-rk-minta-sidang-diundur,nasional
Bahlil Pimpin Groundbreaking Asrama Muallimin Muhammadiyah di Bantul,https://www.cnnindonesia.com/nasional/20250519111322-633-1230647/bahlil-pimpin-groundbreaking-asrama-muallimin-muhammadiyah-di-bantul,nasional
Pasangan Jemaah Haji Asal RI yang Terpisah Bisa Bergabung di Makkah,https://www.cnnindonesia.com/nasional/20250519113142-20-1230664/pasangan-jemaah-haji-asal-ri-yang-terpisah-bisa-bergabung-di-makkah,nasional
FOTO: Goreng Tahu Pakai Bahan Bakar Sampah Plastik di Sidoarjo,https://www.cnnindonesia.com/nasional/20250518104122-22-1230399/foto-goreng-tahu-pakai-bahan-bakar-sampah-plastik-di-sidoarjo,nasional
"Dedi Mulyadi Mendadak ke KPK, Ada Apa?",https://www.cnnindonesia.com/nasional/20250519105941-12-1230644/dedi-mulyadi-mendadak-ke-kpk-ada-apa,nasional
Perahu Bawa Satu Keluarga Diterjang Gelombang di Pulau Talang Maluku,https://www.cnnindonesia.com/nasional/20250519103259-20-1230627/perahu-bawa-satu-keluarga-diterjang-gelombang-di-pulau-talang-maluku,nasional
"Kapolri soal Kasus Ijazah Jokowi: Proses Berjalan, Diikuti Saja",https://www.cnnindonesia.com/nasional/20250519104057-12-1230632/kapolri-soal-kasus-ijazah-jokowi-proses-berjalan-diikuti-saja,nasional
FOTO: Penampakan Kebakaran Pabrik Karet di Padang,https://www.cnnindonesia.com/nasional/20250519094227-22-1230599/foto-penampakan-kebakaran-pabrik-karet-di-padang,nasional
"Lisa Mariana Hadir di Sidang, Ridwan Kamil Minta Jadwal Mundur",https://www.cnnindonesia.com/nasional/20250519094851-12-1230610/lisa-mariana-hadir-di-sidang-ridwan-kamil-minta-jadwal-mundur,nasional
Muzani ke Kader Gerindra: Buktikan Rakyat Ingin Prabowo 2 Periode,https://www.cnnindonesia.com/nasional/20250519093348-32-1230597/muzani-ke-kader-gerindra-buktikan-rakyat-ingin-prabowo-2-periode,nasional
Sound Horeg Timpa Dua Anak di Acara Perpisahan Santri Bondowoso,https://www.cnnindonesia.com/nasional/20250519091102-12-1230589/sound-horeg-timpa-dua-anak-di-acara-perpisahan-santri-bondowoso,nasional
Kader PSI Dian Sandi Pengunggah Ijazah Jokowi Diperiksa Polisi,https://www.cnnindonesia.com/nasional/20250519092224-12-1230594/kader-psi-dian-sandi-pengunggah-ijazah-jokowi-diperiksa-polisi,nasional
